"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16930","Handling Alert during Delete Customer","chromium","2026-04-12","passed","2026-04-12","","customeralert.spec.js","",""
